id,covidence_id,pathogen,access_param_id,parameter_data_id,article_id,name_data_entry,parameter_type,parameter_from_figure,parameter_value,exponent,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical_approach,parameter_uncertainty_single_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_paired,parameter_2_value,exponent_2,parameter_2_lower_bound,parameter_2_upper_bound,inverse_param_2,parameter_2_unit,method_2_from_supplement,parameter_2_statistical_approach,parameter_2_uncertainty_single_value,parameter_2_uncertainty_type,parameter_2_uncertainty_lower_value,parameter_2_uncertainty_upper_value,genome_site,genomic_sequence_available,method_r,r_pathway,other_delay_start,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,case_definition,seroprevalence_adjusted,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_only,method_disaggregated_by,population_sex,population_sample_size,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,parameter_context_location_type,method_moment_value,urban_rural_area,data_available,parameter_notes,riskfactor_outcome,distribution_type,distribution_par1_type,distribution_par1_value,distribution_par2_type,distribution_par2_value,distribution_par2_uncertainty,parameter_2_value_type,parameter_2_sample_paired_lower,parameter_2_sample_paired_upper,distribution_2_type,distribution_2_par1_type,distribution_2_par1_value,distribution_2_par2_type,distribution_2_par2_value,distribution_2_par2_uncertainty,distribution_par1_uncertainty,parameter_2_uncertainty_single_type,distribution_2_par1_uncertainty,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,paramater_value_type,parameter_class,parameter_bounds,uncertainty_bounds,parameter_2_bounds,uncertainty_2_bounds,parameter_2_sample_bounds,comb_par1_uncertainty_type,comb_par1_uncertainty,comb_par2_uncertainty_type,comb_par2_uncertainty
503861333a52622fde9d0ade3fe28c46,266,Nipah virus,038_003,e6c37dcea1acc8426b3521fb1d918360,38,Ruth McCabe,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Age,Comorbidity,Sex,Other",NA,Not significant,Not adjusted,NA,NA,NA,Both,20,Hospital based,Mixed groups,14,57,Malaysia,University Hospital; Kuala Lumpur; Bukit Pelandok; Negeri Sembilan; Malaysia,NA,Unspecified,Unspecified,Unspecified,'Other' riskfactor outcome: virus isolation; 'other' riskfactor name - ethnic group; time since symptom onset; JE vaccination; symptoms,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
503861333a52622fde9d0ade3fe28c46,266,Nipah virus,062_001,6c25699a5aefe9fd68c7b10b03784ca6,62,Anna-Maria Hartner,Seroprevalence - IgM,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Age; Sex; Other,Both,20,Hospital based,Mixed groups,14,57,Malaysia,University Hospital; Kuala Lumpur; Bukit Pelandok; Negeri Sembilan; Malaysia,NA,Unspecified,Unspecified,Unspecified,From infected patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
37afa1425785fb46fdb8bede07252912,270,Nipah virus,052_001,ce83073d76e555036de568b3a9830ecf,52,Joseph Hicks,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,265,Naive,Clinically diagnosed/symptomatic,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,265,Population based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
37afa1425785fb46fdb8bede07252912,270,Nipah virus,052_002,357e0a90c58d85e7e070bffb74c9774c,52,Joseph Hicks,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,Naive,Clinically diagnosed/symptomatic,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,11,Population based,Persons under investigation,NA,NA,Singapore,NA,NA,Mid outbreak,Unspecified,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1999,NA,3,1999,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
bfb6c0d771f5126e70ed4a63a1576632,271,Nipah virus,027_002,1afe12c3e8718336771402973bfcc6c1,27,Rob Johnson,Human delay - incubation period,FALSE,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0,4,62,FALSE,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,NA,Population based,Persons under investigation,NA,NA,Malaysia,NA,NA,Post outbreak,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,1998,NA,12,1999,NA,Human delay,NA,NA,4 - 62,NA,NA,NA,NA,NA,NA
bfb6c0d771f5126e70ed4a63a1576632,271,Nipah virus,039_001,ac2840435dcef12a8d698c9a641410a2,39,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,38.5,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,283,Naive,Unspecified,Naive,NA,NA,NA,NA,TRUE,FALSE,Region,Both,283,Population based,Persons under investigation,NA,NA,Malaysia,NA,NA,Post outbreak,Unspecified,Unspecified,national level CFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,1998,NA,12,1999,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
bfb6c0d771f5126e70ed4a63a1576632,271,Nipah virus,039_002,003cfa3ebc4a175e372ff78773d26d4d,39,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,231,Naive,Unspecified,Naive,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,231,Population based,Persons under investigation,NA,NA,Malaysia,Negeri Sembalin,State,Post outbreak,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,1998,NA,12,1999,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
bfb6c0d771f5126e70ed4a63a1576632,271,Nipah virus,039_003,aaf88c7fac081fb49cd917e4e08ba95f,39,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,28,Naive,Unspecified,Naive,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,28,Population based,Persons under investigation,NA,NA,Malaysia,Perak,State,Post outbreak,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,1998,NA,12,1999,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
bfb6c0d771f5126e70ed4a63a1576632,271,Nipah virus,039_004,483fb1e583c0c1927239e5b8405224ab,39,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24,Naive,Unspecified,Naive,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,24,Population based,Persons under investigation,NA,NA,Malaysia,Perak,State,Post outbreak,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,1998,NA,12,1999,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
bfb6c0d771f5126e70ed4a63a1576632,271,Nipah virus,314159,b9236a13a7879c0488778f27b20e1c3d,27,Rob Johnson,Human delay - incubation period,FALSE,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,14,0,NA,NA,FALSE,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,NA,Population based,Persons under investigation,NA,NA,Malaysia,NA,NA,Post outbreak,Unspecified,Unspecified,90% quantile (paper states “more than 90%”),NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,1998,NA,12,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,034_002,d79748e46f49867ed3c3d0faa90f25e1,34,Richard Sheppard,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Not significant,Not adjusted,NA,NA,NA,Both,103,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,Other' for riskfactors - serology. Very ambigious,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_001,75ff97468c9753e5b8e5d1bc77dd1b79,40,Ruth McCabe,Human delay - incubation period,FALSE,10,0,NA,NA,FALSE,Days,Mean,NA,Unspecified,NA,NA,NA,NA,NA,Yes,8.7,0,1,32,FALSE,Days,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,49,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,"PUIs who left the pig farm before the onset of symptoms; Single Other variability value is likely standard deviation, but not explicitly stated;Also contains an Other (likely range,  but not explicitly stated) paired variability of 1 to 32 Days",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Human delay,NA,NA,1 - 32,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_002,0fb347b0210c4fd3abd61fe296628e7f,40,Ruth McCabe,Human delay - other human delay (go to section),FALSE,5.8,0,NA,NA,FALSE,Days,Unspecified,NA,Unspecified,NA,NA,NA,NA,NA,Yes,4.2,0,NA,NA,FALSE,Days,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,Intubation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,62,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,"Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_003,96f2826cf5a97b4710402f554835c540,40,Ruth McCabe,Human delay - other human delay (go to section),FALSE,6.6,0,NA,NA,FALSE,Days,Unspecified,NA,Unspecified,NA,NA,NA,NA,NA,Yes,5.4,0,NA,NA,FALSE,Days,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Begin ventilation,End ventilation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,62,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,"Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,Mean,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_004,a650a0c2971836ef24b6612bcd635e71,40,Ruth McCabe,Human delay - other human delay (go to section),FALSE,5.8,0,NA,NA,FALSE,Days,Unspecified,FALSE,Unspecified,NA,NA,NA,NA,NA,Yes,4.8,0,NA,NA,FALSE,Days,No,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,Lymphopenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,62,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,"Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_005,27cd53bb708c432ba1aba24e857fda73,40,Ruth McCabe,Human delay - other human delay (go to section),FALSE,6,0,NA,NA,FALSE,Days,Unspecified,NA,Unspecified,NA,NA,NA,NA,NA,Yes,4.3,0,NA,NA,FALSE,Days,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,Thrombocytopenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,62,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,"Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_006,c7f702dbc15a7bc8081feb9a5c59813e,40,Ruth McCabe,Seroprevalence - IgM,FALSE,81,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,Naive,Lab confirmed,Naive,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,103,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,"serum, unclear denominator, population sample size given",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_007,6f25a1cab98e5d1bca323c46006f5c06,40,Ruth McCabe,Seroprevalence - IgM,FALSE,58,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Naive,Lab confirmed,Naive,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,NA,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,In CSF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_008,27cc16ebd895eca02f1504fd1c27e6c8,40,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,41,0,8,86,FALSE,Percentage (%),Unspecified,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Age; Symptoms; Other,Unspecified,NA,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,'Other' disaggregation - different conditions and treatments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Severity,8 - 86,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_009,0c397d5b18695cadf102e6ec6a707ca7,40,Ruth McCabe,Human delay - symptom onset>death,FALSE,10,0,NA,NA,FALSE,Days,Unspecified,NA,Unspecified,NA,NA,NA,NA,NA,Yes,6.8,0,NA,NA,FALSE,Days,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,"Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,040_010,9fec1a1eba3e25a543b44fdec35de273,40,Ruth McCabe,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Age,Other",NA,Significant,Adjusted,NA,NA,NA,Both,103,Hospital based,Persons under investigation,NA,NA,Malaysia,Seremban Hospital,Hospital,Unspecified,Unspecified,Unspecified,'Other' for riskfactors - various symptoms and treatment such as ventilation,Death (in general population),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,1998,21,4,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,054_001,dcc9026a6b1ed3d1893ed30e02e12c0b,54,Joseph Hicks,Severity - case fatality rate (CFR),FALSE,38,0,26,54,FALSE,Percentage (%),Other,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,194,Adjusted,Clinically diagnosed/symptomatic,NA,NA,NA,NA,NA,TRUE,FALSE,Other,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,Disaggregated by ribavirin treatment and case definition and hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Severity,26 - 54,NA,NA,NA,NA,NA,NA,NA,NA
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,054_002,a4c339c123ff3fbe55754bfa18f0de87,54,Joseph Hicks,Human delay - symptom onset>death,FALSE,9,0,NA,NA,FALSE,Days,Median,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,2,NA,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Both,74,Hospital based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,There is an apparent typo in the upper range of symptom onset to death. Text says upper range is '3/2'. Assuming it means 32?,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,054_003,ac845fa10b44582250e4798d58a4ce00,54,Joseph Hicks,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Age,Other",NA,Significant,Not adjusted,FALSE,FALSE,NA,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,NA,Death (in general population),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,054_004,1eacd15f08bc9a7aa3cb5b7f3bfd25a1,54,Joseph Hicks,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Not significant,Adjusted,FALSE,FALSE,NA,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,Outcome = ventilation; 'other' risk factor = treatment with ribavirin,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,054_005,597bf50078ce85c4c35811ef6ae177fb,54,Joseph Hicks,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Not significant,Adjusted,FALSE,FALSE,NA,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,Outcome = 'residual neurological deficits at the end of follow-up'; other risk factor = treatment with ribavirin,Other neurological symptoms in general population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,054_006,0ddc6b4836dbdfa531705ec2d109d41e,54,Joseph Hicks,Human delay - time in care (length of stay),FALSE,NA,0,7.3,24.7,FALSE,Days,Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,Other,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,Disaggregated by ribavirin treatment and case definition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Human delay,7.3 - 24.7,NA,NA,NA,NA,NA,NA,NA,NA
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,054_007,d174df20141ed586a400367c77db84e4,54,Joseph Hicks,Human delay - other human delay (go to section),FALSE,NA,0,3.8,10.1,FALSE,Days,Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of ventilation,End of ventilation,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,Other,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,NA,NA,Mid outbreak,Unspecified,Not available,Disaggregated by ribavirin treatment and case definition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1998,NA,6,1999,NA,Human delay,3.8 - 10.1,NA,NA,NA,NA,NA,NA,NA,NA
45aefb502bee3ef86668a41ae15866a2,280,Nipah virus,048_005,d2badeb608876132149a71197c036976,48,Rhys Earl,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Age,Contact with animal,Sex,Other",NA,Not significant,Not adjusted,FALSE,FALSE,NA,Both,NA,Trade / business based,Mixed groups,NA,NA,Singapore,NA,NA,Post outbreak,Unspecified,Unspecified,"Other Risk factors - Chinese ethnicity, singapore citizen, chronic illness, vaccinated for japanese encephalitis, worked in auction house, worked in slaughterhouse, smoked while working, ate while working,  Contact with: (pig bodily fluid or substance, pig blood, feaces, urine,)mucous mebrane exposure",Serology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,1999,22,4,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
