"id","covidence_id","pathogen","first_author_first_name","first_author_surname","article_title","doi","journal","year_publication","volume","issue","page_first","page_last","paper_copy_only","notes","qa_m1","qa_m2","qa_a3","qa_a4","qa_d5","qa_d6","qa_d7","covidence_id_text","double_extracted","article_label"
"45daee9a3f6de4e7cd5a2b972eac46d2",4864,"MERS-CoV","M","Cotten","Spread, circulation, and evolution of the Middle East respiratory syndrome coronavirus.","10.1128/mBio.01062-13","Mbio",2014,5,1,"1","11",FALSE,NA,"Yes","Yes","Yes","Yes","No","No","No",4864,0,"Cotten 2014"
"0e1a4db7d8b41a49bb8ae8b61e2e0fc0",4868,"MERS-CoV","M","Al-Abdallat","Hospital-associated outbreak of Middle East respiratory syndrome coronavirus: a serologic, epidemiologic, and clinical description.","10.1093/cid/ciu359","Clinical Infectious Diseases : An Official Publication Of The Infectious Diseases Society Of America",2014,59,9,"1225","1233",FALSE,NA,"Yes","No","No","No","No","Yes","No",4868,0,"Al-Abdallat 2014"
"9dc7c8f6ec7176966b28192f8353c686",4934,"MERS-CoV","Abdullah","Assiri","Epidemiological, demographic, and clinical characteristics of 47 cases of Middle East respiratory syndrome coronavirus disease from Saudi Arabia: A descriptive study","10.1016/S1473-3099(13)70204-4","Lancet Infectious Diseases",2013,13,9,"752","761",FALSE,NA,"No","No","No","No","Yes","Yes","No",4934,0,"Assiri 2013"
"fc17d9fa18fdf9b28e8d864ca9e0dd96",5087,"MERS-CoV","Justin","Lessler","Estimating Potential Incidence of MERS-CoV Associated with Hajj Pilgrims to Saudi Arabia, 2014","10.1371/currents.outbreaks.c5c9c9abd636164a9b6fd4dbda974369","Plos Currents",2014,6,NA,NA,NA,FALSE,NA,"Yes","Yes","Yes","Yes",NA,NA,NA,5087,0,"Lessler 2014"
"22ffdb3032fdf4d9527a04fcecfa8077",5103,"MERS-CoV","Stefanie","Gierer","Lack of MERS coronavirus neutralizing antibodies in humans, Eastern Province, Saudi Arabia","10.3201/eid1912.130701","Emerging Infectious Diseases",2013,19,12,"2034","2036",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",5103,0,"Gierer 2013"
"4846d94d4e265fabc3e2cf45ee860376",5130,"MERS-CoV","Seth","Blumberg","Detecting Differential Transmissibilities That Affect the Size of Self-Limited Outbreaks","10.1371/journal.ppat.1004452","Plos Pathogens",2014,10,10,NA,NA,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","No",5130,0,"Blumberg 2014"
"d83a0988aadcf09dc95566647dcc18b6",5136,"MERS-CoV","Simon","Cauchemez","Middle East respiratory syndrome coronavirus: Quantification of the extent of the epidemic, surveillance biases, and transmissibility","10.1016/S1473-3099(13)70304-9","Lancet Infectious Diseases",2014,14,1,"50","56",FALSE,NA,"No","No","No","No","Yes","No","No",5136,0,"Cauchemez 2014"
"120a16c1685bb8db9e3966e9294ef7c3",5145,"MERS-CoV","RA","Perera","Seroepidemiology for MERS coronavirus using microneutralisation and pseudoparticle virus neutralisation assays reveal a high prevalence of antibody in dromedary camels in Egypt, June 2013.",NA,"Eurosurveillance",2013,18,36,"20574",NA,FALSE,NA,"Yes","Yes",NA,NA,"No","No","No",5145,0,"Perera 2013"
"87e639d14a627acdd0c1b30fce115bae",5152,"MERS-CoV","Mustafa","Saad","Clinical aspects and outcomes of 70 patients with Middle East respiratory syndrome coronavirus infection: a single-center experience in Saudi Arabia","10.1016/j.ijid.2014.09.003","International Journal Of Infectious Diseases",2014,29,NA,"301","306",FALSE,NA,"Yes","No","Yes","Yes","Yes","No","No",5152,0,"Saad 2014"
"27036658ba69d25e12c64e7402ff8f6a",5155,"MERS-CoV","Annicka","Reuss","Contact investigation for imported case of middle east respiratory syndrome, Germany","10.3201/eid2004.131375","Emerging Infectious Diseases",2014,20,4,"620","625",FALSE,"There are some risk factors, but they are not useful (the outcomes are whether the contacts were close are less-close distance), so I did not extract them.","No","No","No","No","No","No","No",5155,0,"Reuss 2014"
"9ef70e8c4f4a68899305336327ccd620",5175,"MERS-CoV","ZA","Memish","Screening for Middle East respiratory syndrome coronavirus infection in hospital patients and their healthcare worker and family contacts: a prospective descriptive study.","10.1111/1469-0691.12562","Clinical Microbiology And Infection",2014,20,5,"469","474",FALSE,NA,"Yes","No","No","No","Yes","Yes","No",5175,0,"Memish 2014"
"fc3a2f4a6b01c2b420310c8c84eb2c16",10317,"MERS-CoV","X","Zhang","Epidemic Spreading Characteristics and Immunity Measures Based on Complex Network with Contact Strength and Community Structure","10.1155/2015/316092","Mathematical Problems In Engineering",2015,NA,NA,NA,NA,FALSE,NA,"No","No","Yes","No","Yes","No","No",10317,0,"Zhang 2015"
"8ce153ae5029247136cb5c861ac3012f",10460,"MERS-CoV","D","Suryani","Deterministic and Stochastic Models for Middle East Respiratory Syndrome (MERS)","10.1063/1.5026089","Symposium On Biomathematics (Symomath) 2017",2018,1937,NA,NA,NA,FALSE,NA,NA,NA,"No","No",NA,NA,NA,10460,0,"Suryani 2018"
"a1f905c401d6211803c159a041a59d3c",10770,"MERS-CoV","B","Yong","Dynamical Transmission Model of MERS-CoV in Two Areas","10.1063/1.4942993","Application Of Mathematics In Industry And Life",2016,1716,NA,NA,NA,FALSE,NA,NA,NA,"Yes","No",NA,NA,NA,10770,0,"Yong 2016"
"6bbbe4d42e114cfad516a7bcaf84b124",11230,"MERS-CoV","MA","Muller","Presence of Middle East respiratory syndrome coronavirus antibodies in Saudi Arabia: a nationwide, cross-sectional, serological study","10.1016/S1473-3099(15)70090-3","Lancet Infectious Diseases",2015,15,6,NA,NA,FALSE,NA,"Yes","No",NA,NA,"Yes","No","No",11230,0,"Muller 2015"
"8cfe8f46f2b56780aea8c1462edcbbc5",11415,"MERS-CoV","Saad","Alhumaid","MERS-CoV transmitted from animal-to-human vs MERS-CoV transmitted from human-to-human: Comparison of virulence and therapeutic outcomes in a Saudi hospital","10.4314/tjpr.v17i6.23","Tropical Journal Of Pharmaceutical Research",2018,17,6,"1155","1164",FALSE,NA,"Yes","No",NA,NA,"Yes","Yes","No",11415,0,"Alhumaid 2018"
"12f8403cd6bc2015e4ec5d13e3747d23",11964,"MERS-CoV","Chi-Myung","Kwon","Applying discrete SEIR model to characterizing MERS spread in Korea","10.1142/S1793962316430030","International Journal Of Modeling Simulation And Scientific Computing",2016,7,4,NA,NA,FALSE,NA,"No","No","Yes","No","Yes","No","No",11964,0,"Kwon 2016"
"9acf1bdf2ccca8ec4c53f356a65f533d",12025,"MERS-CoV","Korea Centers for Disease Control and Prevention","Korea CDC","Middle East Respiratory Syndrome Coronavirus Outbreak in the Republic of Korea, 2015.","10.1016/j.phrp.2015.08.006","Osong Public Health And Research Perspectives",2015,6,4,"269","278",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","Yes",12025,0,"Korea CDC 2015"
"a5348d764b180a755f3f2b5df4cd6ed5",12275,"MERS-CoV","Darae","Jeong","The daily computed weighted averaging basic reproduction number R-0,k,omega(n) for MERS-CoV in South Korea","10.1016/j.physa.2016.01.072","Physica A-Statistical Mechanics And Its Applications",2016,451,NA,"190","197",FALSE,"This paper fitted an SIR model with time-varying transmission and recovery rates to MERS outbreak data in South Korea, but didn't provide any parameter estimate values, rather they presented the plots of weighted average transmission rate, recovery rate, and R0.","No","No","No","No","No","No","No",12275,0,"Jeong 2016"
"536e7f63082586e6ece3ae8dbc06ff6e",12445,"MERS-CoV","DONGHO","Lee","Optimal Control Analysis for the Mers-Cov Outbreak: South Korea Perspectives","10.12941/jksiam.2017.21.143","Journal Of The Korea Society For Industrial And Applied Mathematics",2017,21,3,"143","154",FALSE,NA,"Yes","Yes","Yes","Yes",NA,NA,NA,12445,0,"Lee 2017"
"381555066aee8a1bc0c993e209d2b674",12589,"MERS-CoV","Halim","Ashraf Abdel","Clinical characteristics and outcome of ICU admitted MERS corona virus infected patients","10.1016/j.ejcdt.2015.11.011","Egyptian Journal Of Chest Diseases And Tuberculosis",2016,65,NA,"81","87",FALSE,NA,"No","No",NA,NA,"No","No","No",12589,0,"Ashraf Abdel 2016"
"1914669aa5e3070d8e3635a2b462f406",12702,"MERS-CoV","Ahmed","Khudhair","Risk Factors for Middle East Respiratory Syndrome Coronavirus (Mers-Cov) Seropositivity among Animal Market and Slaughterhouse Workers in Abu Dhabi, United Arab Emirates (Uae), 2014-2016","10.3201/eid2505.181728","Emerging Infectious Diseases",2019,25,5,"927","935",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","Yes",12702,0,"Khudhair 2019"
"1a151f7f2f6de3ac1be42edf88373e2a",13554,"MERS-CoV","Yaseen M","Arabi","Clinical course and outcomes of critically ill patients with Middle East respiratory syndrome coronavirus infection","10.7326/L14-5009-11","Annals Of Internal Medicine",2014,160,9,"658","658",FALSE,"sample is 12 critically ill patients","Yes","Yes",NA,NA,"Yes","Yes","No",13554,0,"Arabi 2014"
"2466cddafc585e0114fca358279e961b",13613,"MERS-CoV","FY","Alqahtani","Prevalence of comorbidities in cases of Middle East respiratory syndrome coronavirus: a retrospective study","10.1017/S0950268818002923","Epidemiology And Infection",2019,147,NA,"35","35",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",13613,0,"Alqahtani 2019"
"3deeb478f371d933d4eefad2ef6e28c2",13642,"MERS-CoV","M A","Alkhamis","Temporal dynamics of Middle East respiratory syndrome coronavirus in the Arabian Peninsula, 2012-2017","10.1017/S0950268818002728","Epidemiology And Infection",2019,147,NA,"21","21",FALSE,"ARIMA on timeseries data, estimate Rt, only report values >1","No","Yes","Yes","No","Yes","Yes","No",13642,0,"Alkhamis 2019"
"de67be492847ecf967ab49c4e4c17c0e",13683,"MERS-CoV","Dipo","Aldila","Analyzing the Mers Disease Control Strategy through an Optimal Control Problem","10.2478/amcs-2018-0013","International Journal Of Applied Mathematics And Computer Science",2018,28,1,"169","184",FALSE,"Extracting model. No parameters as not fit to data","Yes","Yes","No",NA,NA,NA,NA,13683,0,"Aldila 2018"
"723f29c53eb27ca12d102d32c788170b",13986,"MERS-CoV","AR","Zhang","Epidemiology and evolution of Middle East respiratory syndrome coronavirus, 2012-2020.","10.1186/s40249-021-00853-0","Infect Dis Poverty",2021,10,1,"66","66",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",13986,0,"Zhang 2021"
"4b4b3b3c3c7ad96622ee87973694c30b",13989,"MERS-CoV","ST","Al Awaidy","The first clusters of Middle East respiratory syndrome coronavirus in Oman: Time to act.","10.1016/j.jiph.2020.03.002","J Infect Public Health",2020,13,5,"679","686",FALSE,"Reports information about 3 clusters of cases in Oman, total n=13 cases","Yes","Yes",NA,NA,"Yes","No",NA,13989,0,"Al Awaidy 2020"
"ebd32131f0647c30e8ff639602e8ca69",14012,"MERS-CoV","Bibi","Fatima","Modeling the epidemic trend of middle eastern respiratory syndrome coronavirus with optimal control.","10.3934/mbe.2023527","Math Biosci Eng",2023,20,7,"11847","11874",FALSE,"Extracting model. No parameters as not fit to data","Yes","Yes","No","No",NA,NA,NA,14012,0,"Fatima 2023"
"2a3b8531874b9c463bf866b51a30ce4a",14021,"MERS-CoV","AN","Kiyong'a","Middle East Respiratory Syndrome Coronavirus (MERS-CoV) Seropositive Camel Handlers in Kenya.","10.3390/v12040396","Viruses",2020,12,4,"396","396",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",14021,0,"Kiyong'a 2020"
"bfd89e14cb25872a05674705bc26e611",14029,"MERS-CoV","PM","Holloway","MERS-CoV exposure and risk factors for MERS-CoV ELISA seropositivity among members of livestock-owning households in southern Jordan: a population based cross-sectional study.",NA,"Lancet Microbe",2024,5,9,"100866","100866",FALSE,"10.1016/S2666-5247(24)00082-X","Yes","Yes","Yes","Yes","Yes","Yes","Yes",14029,0,"Holloway 2024"
"2180191d9007410aa3a3ccbe71450f30",14057,"MERS-CoV","J","Ahmadzadeh","The risk factors associated with MERS-CoV patient fatality: A global survey.","10.1016/j.diagmicrobio.2019.114876","Diagn Microbiol Infect Dis",2020,96,3,"114876","114876",FALSE,NA,"Yes","No","Yes","No","Yes","Yes","No",14057,0,"Ahmadzadeh 2020"
"54980bcb4f737e6dceb1faa90ac811c2",14066,"MERS-CoV","Arifur","Rahman","Middle East respiratory syndrome coronavirus (MERS-CoV) infection: Analyses of risk factors and literature review of knowledge, attitude and practices.","10.1111/zph.12952","Zoonoses Public Health",2022,69,6,"635","642",FALSE,"Thoms note on covidence suggests this is just an update to their previous paper","Yes","No","Yes","No","Yes","No","Yes",14066,0,"Rahman 2022"
"e6582a4b78bc59f9c5d386cfd1c30ed7",14076,"MERS-CoV","AE","Ahmed","Diagnostic delays in Middle East respiratory syndrome coronavirus patients and health systems.","10.1016/j.jiph.2019.04.002","J Infect Public Health",2019,12,6,"767","771",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","No",14076,0,"Ahmed 2019"
"91bb0061d5d35b65721416d751b3a98c",14082,"MERS-CoV","J","Zheng","Middle East Respiratory Syndrome Coronavirus Seropositivity in Camel Handlers and Their Families, Pakistan.","10.3201/eid2512.191169","Emerg Infect Dis",2019,25,12,"2307","2309",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",14082,0,"Zheng 2019"
"f094e2a78be3a225b017e6d1c356f3e6",14089,"MERS-CoV","Khalaf","Alsharif","The prevalence of MERS-CoV among military personnel and their families: A single-center study.","10.1002/jmv.26642","J Med Virol",2021,93,5,"2815","2819",FALSE,NA,"Yes","No",NA,NA,"No","No","No",14089,0,"Alsharif 2021"
"701e810e7d212274e2695f81a4b4174c",14093,"MERS-CoV","Saman","Khan","Where we missed? Middle East Respiratory Syndrome (MERS-CoV) epidemiology in Saudi Arabia; 2012-2019.","10.1016/j.scitotenv.2020.141369","Sci Total Environ",2020,747,NA,"141369",NA,FALSE,NA,"No","No","No","No","No","No","No",14093,0,"Khan 2020"
"0a282739dc7ae381289257124e376ac0",14104,"MERS-CoV","Abdullah","Alzahrani","Surveillance and Testing for Middle East Respiratory Syndrome Coronavirus, Saudi Arabia, March 2016-March 2019.","10.3201/eid2607.200437","Emerging Infectious Diseases",2020,26,7,"1571","1574",FALSE,NA,"Yes","No",NA,NA,"Yes","Yes","No",14104,0,"Alzahrani 2020"
"8e1cfc59b5b800d30594d7c7acbd5d81",14154,"MERS-CoV","Jefree","Johari","MERS-CoV seroconversion amongst Malaysian Hajj pilgrims returning from the Middle East, 2016-2018: results from the MERCURIAL multiyear prospective cohort study.","10.1080/22221751.2023.2208678","Emerg Microbes Infect",2023,12,1,"2208678",NA,FALSE,NA,"Yes","No","Yes","Yes","Yes","Yes","Yes",14154,0,"Johari 2023"
"e20df715a174a79718a1ea8fda39ce83",14161,"MERS-CoV","Hail","Al-Abdely","Middle East Respiratory Syndrome Coronavirus Infection Dynamics and Antibody Responses among Clinically Diverse Patients, Saudi Arabia.","10.3201/eid2504.181595","Emerg Infect Dis",2019,25,4,"753","766",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","No",14161,0,"Al-Abdely 2019"
"ee8a3c1ac8dab42e5d173675f7089063",14166,"MERS-CoV","Jaffar","Al-Tawfiq","Middle East respiratory syndrome coronavirus in the last two years: Health care workers still at risk.","10.1016/j.ajic.2019.04.007","Am J Infect Control",2019,47,10,"1167","1170",FALSE,NA,"No","No",NA,NA,"No","No","No",14166,0,"Al-Tawfiq 2019"
"9e7c8d097df0d9753026468e6c847538",14168,"MERS-CoV","Xin","Chen","The Phylogeography of MERS-CoV in Hospital Outbreak-Associated Cases Compared to Sporadic Cases in Saudi Arabia.","10.3390/v12050540","Viruses",2020,12,5,NA,NA,FALSE,"Evolutionary rates, some disagregated by location","Yes","Yes","Yes","Yes","Yes","Yes","No",14168,0,"Chen 2020"
"7e1b9ea8ad6913d795a3bf02269d15dc",14170,"MERS-CoV","Amal","Sayed","Seroprevalence of Middle East Respiratory Syndrome Corona Virus in dromedaries and their traders in upper Egypt.","10.3855/jidc.10862","J Infect Dev Ctries",2020,14,2,"191","198",FALSE,NA,"Yes","Yes",NA,NA,"Yes","No","No",14170,0,"Sayed 2020"
"6aaffb713b3c17c4d0e37fa50c2839cb",14180,"MERS-CoV","Anas","Khan","MERS-CoV in the COVID-19 era: update from Saudi Arabia, 2019-2020","10.26719/emhj.21.049","East Mediterr Health J",2021,27,11,"1110","1113",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","Yes",14180,0,"Khan 2021"
"bdf64fc1fdfacae5e2c84e90ddf2fd01",14187,"MERS-CoV","Abdulrahman Mohammed G","Habib","Clinical outcomes among hospital patients with Middle East respiratory syndrome coronavirus (MERS-CoV) infection.","10.1186/s12879-019-4555-5","Bmc Infectious Diseases",2019,19,1,"1","6",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","Yes",14187,0,"Habib 2019"
"87437515d2f181447d95c94e29d20e34",14190,"MERS-CoV","Esam I","Azhar","Middle East respiratory syndrome coronavirus-a 10-year (2012-2022) global analysis of human and camel infections, genomic sequences, lineages, and geographical origins.","10.1016/j.ijid.2023.03.046","Int J Infect Dis",2023,131,NA,"87","94",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","No","No",14190,0,"Azhar 2023"
"5c0b53191cb494ba6c1c87fa10ba5bfc",14192,"MERS-CoV","Chandini R","Macintyre","Epidemiology of paediatric Middle East respiratory syndrome coronavirus and implications for the control of coronavirus virus disease 2019.","10.1111/jpc.15014","J Paediatr Child Health",2020,56,10,"1561","1564",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","No",14192,0,"Macintyre 2020"
"1a14c79da85bf435f1d937a6803e68a3",14200,"MERS-CoV","Mazin","Barry","Nosocomial outbreak of the Middle East Respiratory Syndrome coronavirus: A phylogenetic, epidemiological, clinical and infection control analysis","10.1016/j.tmaid.2020.101807","Travel Med Infect Dis",2020,37,NA,"1","8",FALSE,NA,"Yes","No","Yes","Yes","No","No","No",14200,0,"Barry 2020"
"7aa0706888865675bf8061ba7d325c53",14202,"MERS-CoV","Seoyun","Choe","Exploration of Superspreading Events in 2015 MERS-CoV Outbreak in Korea by Branching Process Models","10.3390/ijerph17176137","Int J Environ Res Public Health",2020,17,17,"1","14",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","No","No",14202,0,"Choe 2020"
"14079fc460626a64c1cd5b7a09e45385",14207,"MERS-CoV","Shinhye","Cheon","Longevity of seropositivity and neutralizing antibodies in recovered MERS patients: a 5-year follow-up study","10.1016/j.cmi.2021.06.009","Clinical Microbiology And Infection",2022,28,2,"292","296",FALSE,NA,"Yes","Yes","Yes","Yes","No","Yes","Yes",14207,0,"Cheon 2022"
"9e628a591d4808274d8e4a89ec811f9a",14231,"MERS-CoV","A","Abbad","Middle East respiratory syndrome coronavirus (MERS-CoV) neutralising antibodies in a high-risk human population, Morocco, November 2017 to January 2018.","10.2807/1560-7917.ES.2019.24.48.1900244","Euro Surveill",2019,24,48,NA,NA,FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","Yes",14231,0,"Abbad 2019"
"3c52619f3c523f01775d9da7abd41fa5",14232,"MERS-CoV","MD","Van Kerkhove","Transmissibility of MERS-CoV Infection in Closed Setting, Riyadh, Saudi Arabia, 2015.","10.3201/eid2510.190130","Emerg Infect Dis",2019,25,10,"1802","1809",FALSE,NA,"No","Yes",NA,NA,"Yes","Yes","No",14232,0,"Van Kerkhove 2019"
"ccbe180034b7fc063f1d58e89649afe7",14235,"MERS-CoV","AA","Elkholy","MERS-CoV infection among healthcare workers and risk factors for death: Retrospective analysis of all laboratory-confirmed cases reported to WHO from 2012 to 2 June 2018","10.1016/j.jiph.2019.04.011","J Infect Public Health",2020,13,3,"418","422",FALSE,NA,"Yes","Yes","Yes","No","Yes","Yes","No",14235,0,"Elkholy 2020"
"089a2fe86707f4e9c7d49f3e6609cc51",14249,"MERS-CoV","KS","Kim","A quantitative model used to compare within-host SARS-CoV-2, MERS-CoV, and SARS-CoV dynamics provides insights into the pathogenesis and treatment of SARS-CoV-2.","10.1371/journal.pbio.3001128","Plos Biol",2021,19,3,NA,NA,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",14249,0,"Kim 2021"
"ef7d2dd5f3b28f28d804c666f605f6b5",14250,"MERS-CoV","K","Liang","Mathematical model of infection kinetics and its analysis for COVID-19, SARS and MERS.","10.1016/j.meegid.2020.104306","Infect Genet Evol",2020,82,NA,"104306",NA,FALSE,NA,"No","No","Yes","No","No","No","No",14250,0,"Liang 2020"
"4c49bf7e6ae1d70e54466f46accf5b29",14258,"MERS-CoV","T","Sardar","A realistic two-strain model for MERS-CoV infection uncovers the high risk for epidemic propagation.","10.1371/journal.pntd.0008065","Plos Negl Trop Dis",2020,14,2,"0008065",NA,FALSE,NA,"No","No","Yes","Yes","No","No","No",14258,0,"Sardar 2020"
"8db24cee7a8c978db2454a0f9034b283",14259,"MERS-CoV","AA","Degnah","Seroprevalence of MERS-CoV in healthy adults in western Saudi Arabia, 2011-2016.","10.1016/j.jiph.2020.01.001","J Infect Public Health",2020,13,5,"697","703",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","No","No",14259,0,"Degnah 2020"
"d9cb3c6ec9c5766c1ba438870da3c8d2",14267,"MERS-CoV","Sarah","Alfaraj","Clinical predictors of mortality of Middle East Respiratory Syndrome Coronavirus (MERS-CoV) infection: A cohort study","10.1016/j.tmaid.2019.03.004","Travel Med Infect Dis",2019,29,NA,"48","50",FALSE,"Same cohort as the individuals in the Arabi studies I believe. This study assessed factors associated with mortality","No","Yes","No","No","Yes","No","No",14267,0,"Alfaraj 2019"
"0f541b38c6dd1e0f477d9807f81f0518",14274,"MERS-CoV","Jeong-Sun","Yang","Factors Associated With Viral Load Kinetics of Middle East Respiratory Syndrome Coronavirus During the 2015 Outbreak in South Korea","10.1093/infdis/jiaa466","Journal Of Infectious Diseases",2020,23,6,"1088","1092",FALSE,"based on 185 cases from SK so likely duplicate patients compared to other studies. There is lots of information on viral load, when it peaks etc. in the paper but a lot of it is unsuitable for data extraction. See text for more detail on viral load dynamics over time","Yes","Yes",NA,"Yes","Yes","Yes","No",14274,0,"Yang 2020"
"4652fc8f62b9affb780dfe7a2d16c71e",14302,"MERS-CoV","Arifur","Rahman","Risk Factors for Fatal Middle East Respiratory Syndrome Coronavirus Infections in Saudi Arabia: Analysis of the WHO Line List, 2013-2018.","10.2105/AJPH.2019.305186","Am J Public Health",2019,109,9,"1288","1293",FALSE,"Utilised WHO collated linelist and filtered to cases within KSA. They followed the WHO's definitions of laboratory-confirmed cases, exposure to ani mals (dromedary camels), and contact exposure to other persons with MERS-CoV; Continuation of a previous record.; Continuation of two previous records","Yes","No","No",NA,"Yes","Yes","Yes",14302,0,"Rahman 2019"
"5ae6f1616a875522e7fdeee715c5485c",14316,"MERS-CoV","ME","Hamed","Elevated Expression Levels of Lung Complement Anaphylatoxin, Neutrophil Chemoattractant Chemokine IL-8, and RANTES in MERS-CoV-Infected Patients: Predictive Biomarkers for Disease Severity and Mortality.","10.1007/s10875-021-01061-z","J Clin Immunol",2021,41,7,"1607","1620",FALSE,"Paper primarily focuses on immunological indicators/biomarkers for disease severity and mortality. n = 31 patients and also had a non-MERS control group to assess trends","Yes","No",NA,NA,"No","No","No",14316,0,"Hamed 2021"
"242d825044fa77e28d7e3d9a6983e899",14332,"MERS-CoV","RA","Kahlout","Comparative Serological Study for the Prevalence of Anti-MERS Coronavirus Antibodies in High- and Low-Risk Groups in Qatar.","10.1155/2019/1386740","J Immunol Res",2019,2019,NA,NA,NA,NA,"Serological study from Qatar assessing confirmed cases, close contacts and blood donors. Includes serological prevalence by year and also there was neutralisation performed but can't extract as <10","Yes","Yes",NA,NA,"Yes","Yes","No",14332,0,"Kahlout 2019"
"c07c5df763ec0a5d667a3dbed57e2569",14333,"MERS-CoV","HY","Yoon","Is Crisis and Emergency Risk Communication as Effective as Vaccination for Preventing Virus Diffusion? Measuring the Impacts of Failure in CERC with MERS-CoV Outbreak in South Korea.","10.1111/risa.13842","Risk Anal",2022,42,7,"1504","1523",FALSE,"IBM with model description between the main text and supplement. The writing of the IBM is a little confusing but have done my best in trying to figure out exactly what they did","No","No","No","No",NA,NA,NA,14333,0,"Yoon 2022"
"e068ed680b1d3b21ca0f6f9a28c9fa5a",14334,"MERS-CoV","K","Mobaraki","Current epidemiological status of Middle East respiratory syndrome coronavirus in the world from 1.1.2017 to 17.1.2018: a cross-sectional study.","10.1186/s12879-019-3987-2","Bmc Infect Dis",2019,19,1,"351",NA,NA,"Analysis of all cases Jan 2017 - Jan 2018 from WHO therefore satisfy WHO criteria. Some of the OR are presented ambiguously despite state p-value","Yes","Yes","No","No","Yes","Yes","No",14334,0,"Mobaraki 2019"
"f86b3b5637258055a066d9d19cf7a23d",14338,"MERS-CoV","S","Bernard-Stoecklin","Comparative Analysis of Eleven Healthcare-Associated Outbreaks of Middle East Respiratory Syndrome Coronavirus (Mers-Cov) from 2015 to 2017.","10.1038/s41598-019-43586-9","Sci Rep",2019,9,1,"7385",NA,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",14338,0,"Bernard-Stoecklin 2019"
"e54791d22a1d4d8afcc6d7e8edd38a42",14350,"MERS-CoV","T","Oraby","Analysis of the Healthcare MERS-CoV Outbreak in King Abdulaziz Medical Center, Riyadh, Saudi Arabia, June-August 2015 Using a SEIR Ward Transmission Model.","10.3390/ijerph17082936","Int J Environ Res Public Health",2020,17,8,NA,NA,FALSE,NA,"Yes","Yes","Yes","Yes",NA,NA,NA,14350,0,"Oraby 2020"
"0bffb84fbb16f359d7773d557f91247e",14351,"MERS-CoV","A","Altamimi","Demographic Variations of MERS-CoV Infection among Suspected and Confirmed Cases: An Epidemiological Analysis of Laboratory-Based Data from Riyadh Regional Laboratory.","10.1155/2020/9629747","Biomed Res Int",2020,2020,NA,NA,NA,FALSE,NA,"No","Yes",NA,NA,"Yes","No","No",14351,0,"Altamimi 2020"
"8dbc2d6435367657399945da59a55d8a",14353,"MERS-CoV","HJ","Al Sulayyim","Demographic, clinical, and outcomes of confirmed cases of Middle East Respiratory Syndrome coronavirus (MERS-CoV) in Najran, Kingdom of Saudi Arabia (KSA); A retrospective record based study.","10.1016/j.jiph.2020.04.007","J Infect Public Health",2020,13,9,"1342","1346",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",14353,0,"Al Sulayyim 2020"
"ccf230a0c924209eb6d69f8faa3f0a6f",14354,"MERS-CoV","Y","Kim","Effectiveness of Intervention Strategies on MERS-CoV Transmission Dynamics in South Korea, 2015: Simulations on the Network Based on the Real-World Contact Data.","10.3390/ijerph18073530","Int J Environ Res Public Health",2021,18,7,NA,NA,FALSE,NA,"No","Yes","Yes","Yes",NA,NA,NA,14354,0,"Kim 2021"
"a2916b45f20ca0a4f90f0e105f504912",14394,"MERS-CoV","F","Abdirizak","Evaluating the potential impact of targeted vaccination strategies against severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV) outbreaks in the healthcare setting.","10.1186/s12976-019-0112-6","Theor Biol Med Model",2019,16,1,"16",NA,FALSE,NA,"Yes","No","Yes","No","Yes","Yes","No",14394,0,"Abdirizak 2019"
"b487ecfbceb0f184b9e16dce88f74dff",14397,"MERS-CoV","RAEH","Mohamed","Common Co-morbidities Are Challenging in the Diagnosis of Middle East Respiratory Syndrome (MERS-CoV) in Saudi Arabia.","10.3923/pjbs.2020.119.125","Pak J Biol Sci",2020,23,2,"119","125",FALSE,NA,"Yes","No",NA,NA,"Yes","No","No",14397,0,"Mohamed 2020"
