"id","covidence_id","pathogen","first_author_first_name","first_author_surname","article_title","doi","journal","year_publication","volume","issue","page_first","page_last","paper_copy_only","notes","qa_m1","qa_m2","qa_a3","qa_a4","qa_d5","qa_d6","qa_d7","covidence_id_text","double_extracted","article_label"
"8c3fa94167f9580ad6dd091361a596bd",2379,"MERS-CoV","Seung Woo","Kim","Risk Factors for Transmission of Middle East Respiratory Syndrome Coronavirus Infection During the 2015 Outbreak in South Korea","10.1093/cid/ciw768","Clinical Infectious Diseases : An Official Publication Of The Infectious Diseases Society Of America",2017,64,5,"551","557",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",2379,0,"Kim 2017"
"c71aeb1edd577e9af555dd64a646b9a7",2382,"MERS-CoV","Basem M.","Alraddadi","Risk Factors for Middle East Respiratory Syndrome Coronavirus Infection among Healthcare Personnel","10.3201/eid2211.160920","Emerging Infectious Diseases",2016,22,11,"1915","1920",FALSE,NA,"Yes","No","Yes","Yes","Yes","Yes","Yes",2382,0,"Alraddadi 2016"
"2dc31f058dfd63387ff87ffb48b71e80",2388,"MERS-CoV","Ziad","Memish","Middle East respiratory syndrome coronavirus (MERS-CoV): A cluster analysis with implications for global management of suspected cases","10.1016/j.tmaid.2015.06.012","Travel Medicine And Infectious Disease",2015,13,NA,"311","314",FALSE,NA,"Yes","Yes",NA,NA,"Yes","No","No",2388,0,"Memish 2015"
"369055613b376fdfad0340e58deafa9c",2389,"MERS-CoV","Nahid","Sherbini","Middle East respiratory syndrome coronavirus in Al-Madinah City, Saudi Arabia: Demographic, clinical and survival data","10.1016/j.jegh.2016.05.002","Journal Of Epidemiology And Global Health",2017,7,1,"29","36",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",2389,0,"Sherbini 2017"
"4d0d607dee48dcb4ffd97abc53fe062a",2392,"MERS-CoV","Sarah","Alfaraj","Middle East respiratory syndrome coronavirus transmission among health care workers: Implication for infection control","10.1016/j.ajic.2017.08.010","American Journal Of Infection Control",2018,46,NA,"165","168",FALSE,NA,"Yes","Yes",NA,NA,"Yes","No","No",2392,0,"Alfaraj 2018"
"f0b4e8bfb19422cacad04dc718070eb9",2408,"MERS-CoV","Pyoeng","Choe","MERS-CoV Antibody Responses 1 Year after Symptom Onset, South Korea, 2015","10.3201/eid2307.170310","Emerging Infectious Diseases",2017,23,7,"1079","1084",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",2408,0,"Choe 2017"
"66852fc622c933098b8a74da1ac85660",2410,"MERS-CoV","Fadilah","Aleanizy","Outbreak of Middle East respiratory syndrome coronavirus in Saudi Arabia: a retrospective stud","10.1186/s12879-016-2137-3","Bmc Infectious Diseases",2017,17,23,NA,NA,FALSE,NA,"Yes","Yes",NA,NA,"Yes","No","No",2410,0,"Aleanizy 2017"
"859a2be2ae36b612c73148df2448fbf2",2419,"MERS-CoV","Abdullah","Alsahafi","The epidemiology of Middle East respiratory syndrome coronavirus in the Kingdom of Saudi Arabia, 2012-2015","10.1016/j.ijid.2016.02.004","International Journal Of Infectious Diseases",2016,45,NA,NA,NA,FALSE,"The parameters in this article are all for mixed settings/groups, namely primary cases presenting to hospitals as well as secondary household, inpatient and healthcare-worker contacts. These settings are also the 'other' disaggregation. The 'other' risk factor is for asymptomatic proportion.","Yes","Yes",NA,NA,"Yes","Yes","No",2419,0,"Alsahafi 2016"
"94ae3e2ab76a643388663af14cee7df0",2420,"MERS-CoV","Hae-Sung","Nam","High fatality rates and associated factors in two hospital outbreaks of MERS in Daejeon, the Republic of Korea","10.1016/j.ijid.2017.02.008","International Journal Of Infectious Diseases",2017,58,NA,"37","42",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",2420,0,"Nam 2017"
"588a51329d4987005b1ed7aa3dc5a1a2",2421,"MERS-CoV","Adam","Kucharski","The role of superspreading in Middle East respiratory syndrome coronavirus (MERS-CoV) transmission.","10.2807/1560-7917.es2015.20.25.21167","Euro Surveillance : Bulletin Europeen Sur Les Maladies Transmissibles = European Communicable Disease Bulletin",2015,20,25,"45883",NA,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",2421,0,"Kucharski 2015"
"155927f107189c6a1842200bed4c16cc",2425,"MERS-CoV","MD","Oh","Middle East Respiratory Syndrome Coronavirus Superspreading Event Involving 81 Persons, Korea 2015.","10.3346/jkms.2015.30.11.1701","Journal Of Korean Medical Science",2015,30,11,"1701","1705",FALSE,NA,"Yes","No","Yes",NA,"Yes","No","No",2425,0,"Oh 2015"
"fb226af7083fcaa43d9c4696b3c97d2f",2428,"MERS-CoV","SH","Park","Outbreaks of Middle East Respiratory Syndrome  in Two Hospitals Initiated by a Single Patient in  Daejeon, South Korea","10.3947/ic.2016.48.2.99","Infection & Chemotherapy",2016,48,2,"99","107",FALSE,NA,"Yes","No","No",NA,"Yes","No","No",2428,0,"Park 2016"
"df1046db5b60ff77dcfb3bfa622a1af6",2430,"MERS-CoV","CK","Kang","Clinical and Epidemiologic Characteristics of Spreaders of Middle East Respiratory Syndrome Coronavirus during the 2015 Outbreak in Korea.","10.3346/jkms.2017.32.5.744","Journal Of Korean Medical Science",2017,32,5,"744","749",NA,NA,"No","Yes","No","No","Yes","Yes","No",2430,0,"Kang 2017"
"6ea1ac777581bf29233db7a332a58abb",2435,"MERS-CoV","FI","Al Hosani","Response to Emergence of Middle East Respiratory Syndrome Coronavirus, Abu Dhabi, United Arab Emirates, 2013-2014.","10.3201/eid2207.160040","Emerging Infectious Diseases",2016,22,7,"1162","1168",FALSE,NA,"Yes","No","Yes","Yes","Yes","No","No",2435,0,"Al Hosani 2016"
"9c37af6b428200c3f6cd1419ed25f303",2454,"MERS-CoV","KH","Kim","Middle East respiratory syndrome coronavirus (MERS-CoV) outbreak in South Korea, 2015: epidemiology, characteristics and public health implications.","10.1016/j.jhin.2016.10.008","Journal Of Hospital Infection",2017,95,2,"207","213",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","No","No",2454,0,"Kim 2017"
"061da41e122abe3e562ec49c749f433a",2459,"MERS-CoV","SA","Eifan","A pandemic risk assessment of middle east respiratory syndrome coronavirus (MERS-CoV) in Saudi Arabia.","10.1016/j.sjbs.2017.06.001","Saudi Journal Of Biological Sciences",2017,24,7,"1631","1638",FALSE,NA,"No","Yes","Yes","Yes","Yes","Yes","Yes",2459,0,"Eifan 2017"
"82cac87d15549956112ec0eb6b0ce988",2462,"MERS-CoV","Ghaleb A.","Almekhlafi","Presentation and outcome of Middle East respiratory syndrome in Saudi intensive care unit patients","10.1186/s13054-016-1303-8","Critical Care",2016,20,1,NA,NA,FALSE,NA,"No","Yes","No","No","Yes","No","Yes",2462,0,"Almekhlafi 2016"
"6ca60d5d43e0f730834be176a923bddc",2475,"MERS-CoV","Caitlin M.","Rivers","Risks of Death and Severe Disease in Patients with Middle East Respiratory Syndrome Coronavirus, 2012-2015","10.1093/aje/kww013","American Journal Of Epidemiology",2016,184,6,"460","464",FALSE,NA,"Yes","No","Yes","Yes","Yes","Yes","Yes",2475,0,"Rivers 2016"
"e9adf140974d78cadc03c2f6e48c1153",2476,"MERS-CoV","Mohammed A.","Garout","Mortality rate of ICU patients with the Middle East Respiratory Syndrome - Coronavirus infection at King Fahad Hospital, Jeddah, Saudi Arabia.","10.21101/cejph.a4764","Central European Journal Of Public Health",2018,26,2,"87","91",FALSE,NA,"No","No","No","No","No","No","No",2476,0,"Garout 2018"
"d7b8af4c3befc7c4426967f005646664",2480,"MERS-CoV","So","Ray","Lack of serological evidence of middle east respiratory syndrome coronavirus infection in virus exposed camel abattoir workers in Nigeria, 2016","10.2807/1560-7917.ES.2018.23.32.1800175","Eurosurveillance",2018,23,32,NA,NA,FALSE,NA,"No","Yes","No","No","Yes","Yes","No",2480,0,"Ray 2018"
"eeeec6bde32eaacad1cd93fba44dc0f9",2496,"MERS-CoV","Ying-Hen","Hsieh","2015 Middle East Respiratory Syndrome Coronavirus (MERS-CoV) nosocomial outbreak in South Korea: insights from modeling","10.7717/peerj.1505","Peerj",2015,3,NA,"1505",NA,FALSE,NA,"Yes","No","No","No","No","Yes","No",2496,0,"Hsieh 2015"
"7703d7820501700d777b9791b26bbc93",2502,"MERS-CoV","Hasan M.","Al-Dorzi","The critical care response to a hospital outbreak of Middle East respiratory syndrome coronavirus (MERS-CoV) infection: an observational study","10.1186/s13613-016-0203-z","Annals Of Intensive Care",2016,6,1,NA,NA,FALSE,NA,"No","No","No","No","Yes","Yes","No",2502,0,"Al-Dorzi 2016"
"b72dd357b5bfc18c668bce0fbcced7d8",2515,"MERS-CoV","Oyelola A","Adegboye","Network Analysis of MERS Coronavirus within Households, Communities, and Hospitals to Identify Most Centralized and Super-Spreading in the Arabian Peninsula, 2012 to 2016","10.1155/2018/6725284","Canadian Journal Of Infectious Diseases And Medical Microbiology",2018,2018,NA,NA,NA,FALSE,NA,"Yes","No","Yes","Yes","Yes","Yes","Yes",2515,0,"Adegboye 2018"
"ee998ef015f346f5a879ccfffa6465cd",2534,"MERS-CoV","Z","Zhang","Evolutionary Dynamics of MERS-CoV: Potential Recombination, Positive Selection and Transmission.","10.1038/srep25049","Scientific Reports",2016,6,NA,"25049",NA,FALSE,NA,"No","Yes","Yes","No","No","No","Yes",2534,0,"Zhang 2016"
"994c0770db51c2bd98bcd6f3c3d7d769",2537,"MERS-CoV","CB","Reusken","Occupational Exposure to Dromedaries and Risk for MERS-CoV Infection, Qatar, 2013-2014.","10.3201/eid2108.150481","Emerging Infectious Diseases",2015,21,8,"1422","1425",FALSE,NA,"Yes","Yes",NA,NA,"Yes","No","No",2537,0,"Reusken 2015"
"8c526ceb6613a22b44febe5c44c5610f",2543,"MERS-CoV","CJ","Kim","Surveillance of the Middle East respiratory syndrome (MERS) coronavirus (CoV) infection in healthcare workers after contact with confirmed MERS patients: incidence and risk factors of MERS-CoV seropositivity.","10.1016/j.cmi.2016.07.017","Clinical Microbiology And Infection : The Official Publication Of The European Society Of Clinical Microbiology And Infectious Diseases",2016,22,10,"880","886",FALSE,NA,"Yes","Yes",NA,NA,"Yes","Yes","No",2543,0,"Kim 2016"
"ec373ea691b65f908bc5c48222aca894",2544,"MERS-CoV","YM","Yang","Impact of Comorbidity on Fatality Rate of Patients with Middle East Respiratory Syndrome.","10.1038/s41598-017-10402-1","Scientific Reports",2017,7,1,"11307",NA,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","No",2544,0,"Yang 2017"
"279eb1cb6be6323972510e3d457b6346",2547,"MERS-CoV","MW","Seong","Microevolution of Outbreak-Associated Middle East Respiratory Syndrome Coronavirus, South Korea, 2015.","10.3201/eid2202.151700","Emerging Infectious Diseases",2016,22,2,"327","330",FALSE,NA,NA,NA,NA,NA,"No","Yes","No",2547,0,"Seong 2016"
"4429b7180528d7a6b04bfc6c3b1d845e",2554,"MERS-CoV","AE","Ahmed","Diagnostic delays in 537 symptomatic cases of Middle East respiratory syndrome coronavirus infection in Saudi Arabia.","10.1016/j.ijid.2017.07.008","International Journal Of Infectious Diseases : Ijid : Official Publication Of The International Society For Infectious Diseases",2017,62,NA,"47","51",FALSE,NA,"Yes","Yes","Yes",NA,"Yes","Yes",NA,2554,0,"Ahmed 2017"
"071124aa470c565bade12a51455ec9f1",2559,"MERS-CoV","J","Sha","Fatality risks for nosocomial outbreaks of Middle East respiratory syndrome coronavirus in the Middle East and South Korea.","10.1007/s00705-016-3062-x","Archives Of Virology",2017,162,1,"33","44",FALSE,NA,"No","No","No","No","No","No","No",2559,0,"Sha 2017"
"4f59108ec56e430a4df137f76dce774d",2560,"MERS-CoV","SY","Moon","Infectivity of an Asymptomatic Patient With Middle East Respiratory Syndrome Coronavirus Infection.","10.1093/cid/cix170","Clinical Infectious Diseases : An Official Publication Of The Infectious Diseases Society Of America",2017,64,10,"1457","1458",FALSE,"One asymptomatic case, then serology","Yes","Yes",NA,NA,"Yes","No","No",2560,0,"Moon 2017"
"61f9f71cc9ae3c4af59ace88544b8c42",2565,"MERS-CoV","RS","Sikkema","Risk Factors for Primary Middle East Respiratory Syndrome Coronavirus Infection in Camel Workers in Qatar During 2013-2014: A Case-Control Study.","10.1093/infdis/jix174","Journal Of Infectious Diseases",2017,215,11,"1702","1705",FALSE,NA,"No","No",NA,NA,"Yes","Yes","No",2565,0,"Sikkema 2017"
"ad81e038bcfe4c98d85dc8e2e7e6b164",4447,"MERS-CoV","IG","Alghamdi","The pattern of Middle East respiratory syndrome coronavirus in Saudi Arabia: a descriptive epidemiological analysis of data from the Saudi Ministry of Health.","10.2147/IJGM.S67061","International Journal Of General Medicine",2014,7,NA,"417","423",FALSE,NA,"Yes","No","No","No","No","No","No",4447,0,"Alghamdi 2014"
"4ee725aa3ef1e0a6466db73b5a53fa82",4464,"MERS-CoV","MS","Majumder","Estimation of MERS-Coronavirus Reproductive Number and Case Fatality Rate for the Spring 2014 Saudi Arabia Outbreak: Insights from Publicly Available Data.","10.1371/currents.outbreaks.98d2f8f3382d84f390736cd5f5fe133c","Plos Currents",2014,6,NA,NA,NA,FALSE,NA,"No","No","No","No","No","Yes","Yes",4464,0,"Majumder 2014"
"644e62fceff8554a1a1518787b1240a4",4466,"MERS-CoV","AS","Aburizaiza","Investigation of anti-middle East respiratory syndrome antibodies in blood donors and slaughterhouse workers in Jeddah and Makkah, Saudi Arabia, fall 2012.","10.1093/infdis/jit589","Journal Of Infectious Diseases",2014,209,2,"243","246",FALSE,NA,"Yes","No",NA,NA,"Yes","Yes","Yes",4466,0,"Aburizaiza 2014"
"52d022463f4d41e8bdb93c4f089573ff",4488,"MERS-CoV","AJ","Hall","To investigate potential transmission of Middle East respiratory syndrome coronavirus (MERS-CoV) to health care workers in a hospital, we serologically tested hospital contacts of the index case-patient in Saudi Arabia, 4 months after his death. None of the 48 contacts showed evidence of MERS-CoV infection.","10.3201/eid2012.141211","Emerging Infectious Diseases",2014,20,12,"2148","2151",FALSE,NA,"No","No",NA,NA,"Yes","No","No",4488,0,"Hall 2014"
"becb194c35b84ee35f85c15316fa82db",4566,"MERS-CoV","C","Drosten","Transmission of MERS-coronavirus in household contacts.","10.1056/NEJMoa1405858","New England Journal Of Medicine",2014,371,9,"828","835",FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",4566,0,"Drosten 2014"
"e0c59c55207c8e2e97f10cecf8fb9d04",4734,"MERS-CoV","R","Breban","Interhuman transmissibility of Middle East respiratory syndrome coronavirus: estimation of pandemic risk.","10.1016/S0140-6736(13)61492-0","Lancet (London, England)",2013,382,9893,"694","699",FALSE,NA,"No","No","No","No","Yes","Yes","No",4734,0,"Breban 2013"
"50b393ac6f41485ad8b45b6a208e97c6",4766,"MERS-CoV","G","Chowell","Synthesizing data and models for the spread of MERS-CoV, 2013: key role of index cases and hospital transmission.","10.1016/j.epidem.2014.09.011","Epidemics",2014,9,NA,"40","51",FALSE,NA,"Yes","No","Yes","Yes","No","Yes","Yes",4766,0,"Chowell 2014"
"3acea5924050a981fe20210d96834766",4770,"MERS-CoV","LM","Gardner","A scenario-based evaluation of the Middle East respiratory syndrome coronavirus and the Hajj.","10.1111/risa.12253","Risk Analysis : An Official Publication Of The Society For Risk Analysis",2014,34,8,"1391","1400",FALSE,NA,"No","No","No","No",NA,NA,NA,4770,0,"Gardner 2014"
"ad6eee76b1e091a94998be8c475ca0e7",4815,"MERS-CoV","JA","Al-Tawfiq","Middle East respiratory syndrome coronavirus: a case-control study of hospitalized patients.","10.1093/cid/ciu226","Clinical Infectious Diseases : An Official Publication Of The Infectious Diseases Society Of America",2014,59,2,"160","165",FALSE,NA,"No","No","No",NA,"Yes","No","Yes",4815,0,"Al-Tawfiq 2014"
"c689257ac48f08c26aff48f206a9df1a",4825,"MERS-CoV","PM","Penttinen","Taking stock of the first 133 MERS coronavirus cases globally--Is the epidemic changing?","10.2807/1560-7917.es2013.18.39.20596","Euro Surveillance",2013,18,39,"1","5",FALSE,"pii=20596","No","No","No","No","No","Yes","No",4825,0,"Penttinen 2013"
"de77fd42a7988d70188456e577c49a33",4834,"MERS-CoV","ZA","Memish","Community case clusters of Middle East respiratory syndrome coronavirus in Hafr Al-Batin, Kingdom of Saudi Arabia: a descriptive genomic study.","10.1016/j.ijid.2014.03.1372","International Journal Of Infectious Diseases : Ijid : Official Publication Of The International Society For Infectious Diseases",2014,23,NA,"63","68",FALSE,NA,"No","No","No","No","No","No","No",4834,0,"Memish 2014"
"b6d74f4383b0b0a9173dfcca87ca2bea",4838,"MERS-CoV","A","Assiri","Hospital outbreak of Middle East respiratory syndrome coronavirus.","10.1056/NEJMoa1306742","New England Journal Of Medicine",2013,369,5,"407","416",FALSE,NA,"Yes","Yes","No","No","Yes","No","No",4838,0,"Assiri 2013"
"d302c3d263bea9912407092248975387",4842,"MERS-CoV","C","Poletto","Assessment of the Middle East respiratory syndrome coronavirus (MERS-CoV) epidemic in the Middle East and risk of international spread using a novel maximum likelihood analysis approach.",NA,"Euro Surveillance : Bulletin Europeen Sur Les Maladies Transmissibles = European Communicable Disease Bulletin",2014,19,23,"1","10",FALSE,"Article id 20699","No","No","No","No","No","Yes","No",4842,0,"Poletto 2014"
