id,covidence_id,pathogen,first_author_first_name,first_author_surname,article_title,doi,journal,year_publication,volume,issue,page_first,page_last,paper_copy_only,notes,qa_m1,qa_m2,qa_a3,qa_a4,qa_d5,qa_d6,qa_d7,qa_notes,double_extracted,article_label
6596eac1a06aa53b67aa63a0c2f00363,3682,Nipah virus,Saima,Efat,Exploring the Inducement for Social Awareness Behavior and Optimal Control Strategy on Nipah Virus Transmission,10.1155/2024/7880455,Complexity,2024,NA,NA,NA,NA,FALSE,Theoretical model with almost entirely assumed parameter values.,No,No,No,No,NA,NA,NA,NA,0,Efat 2024
ad3ca1d7ad86814905d5aa70b1ee57ab,3755,Nipah virus,Shuo,Li,A robust computational study for assessing the dynamics and control of emerging zoonotic viral infection with a case study: A novel epidemic modeling approach,10.1063/5.0188703,Aip Advances,2024,14,1,NA,NA,FALSE,NA,No,No,No,No,NA,NA,NA,NA,0,Li 2024
8052fb77a6dcfc88917edc3692f1c4e5,3807,Nipah virus,Kamal,Shah,Study of Fractional Order Dynamical System of Viral Infection Disease under Piecewise Derivative,10.32604/cmes.2023.025769,Cmes-Computer Modeling In Engineering & Sciences,2023,136,1,NA,NA,FALSE,Purely theoretical model with chosen parameters that don't seem to line up at all with Nipah.,No,No,No,No,NA,NA,NA,NA,0,Shah 2023
4936af822d1eac4deffea93b801e0fe4,4015,Nipah virus,Pritimoy,Das,"Hospital-based zoonotic disease surveillance in Bangladesh: design, field data and difficulties",10.1098/rstb.2019.0019,Philosophical Transactions Of The Royal Society B-Biological Sciences,2019,374,1782,NA,NA,FALSE,NA,Yes,No,NA,NA,Yes,Yes,NA,NA,0,Das 2019
a748c1cf401f8f8a4527cad34bf1ccf3,4046,Nipah virus,Kum Thong,Wong,Nipah Virus Infection,10.1016/S0002-9440(10)64493-8,American Journal Of Pathology,2002,161,6,2153,2167,FALSE,This study is based on the clinical and autopsy find- ings for 32 patients who died of Nipah virus infection.  Figure 2 shows the temporal distribution of microscopic findings and viral antigen in the CNS pathology of the patients.  Figure 10 shows the temporal relationship of IgM and IgG in CSF and serum of the patients.,Yes,Yes,Yes,No,Yes,No,No,NA,0,Wong 2002
d04a3f3b4343b803c06b4d35e26d157c,4047,Nipah virus,Paola Katrina G.,Ching,"Outbreak of Henipavirus Infection, Philippines, 2014",10.3201/eid2102.141433,Emerging Infectious Diseases,2015,21,2,328,331,NA,NA,Yes,Yes,NA,NA,Yes,No,No,Study also tested domestic dogs which were PRNT NiV positive.,0,Ching 2015
641f5237f92c48a65adbd92bb2c1d487,4055,Nipah virus,Heng Thay,Chong,"Occupational exposure, age, diabetes mellitus and outcome of acute Nipah encephalitis",NA,Neurol J Southeast Asia,2001,6,NA,7,11,NA,NA,Yes,Yes,NA,NA,Yes,No,No,NA,0,Chong 2001
b941fd3d546b91c88177cf88cc7c2608,4056,Nipah virus,Heng Thay,Chong,The risk of human Nipah virus infection directly from bats (Ptoropus hypomelanus) is low,NA,Neurol J Southeast Asia,2003,8,NA,31,34,NA,NA,Yes,Yes,NA,NA,Yes,Yes,No,NA,0,Chong 2003
eec9fdbd3b6c6228fb64cf7391b9177e,4057,Nipah virus,V,Ramasundrum,Kineties of IgM and IgG seroconversion in Nipah virus infection,NA,Neurol J Southeast Asia,2000,5,NA,23,28,FALSE,NA,No,No,NA,NA,No,No,No,NA,0,Ramasundrum 2000
53a2b441658575a04fe754425c7b94c9,4070,Nipah virus,Malebese,Mabotsa,Effects of asymptomatic infections and population movements on the geographical spread of Nipah virus,10.1088/1402-4896/adaf7c,Physica Scripta,2025,100,3,NA,NA,FALSE,NA,Yes,No,No,No,NA,NA,NA,NA,0,Mabotsa 2025
e9e267e90648708babe5874782e812a9,4074,Nipah virus,S,Ahmed,Computational Analysis of Nipah Virus Transmission Using Mathematical Modelling and Graphical Programming,10.1007/s12668-025-01804-x,Bionanoscience,2025,15,2,NA,NA,NA,NA,Yes,No,Yes,No,NA,NA,NA,NA,0,Ahmed 2025
7aa477525583f1760e418df3d602b08a,4077,Nipah virus,Snehasis,Barman,Theoretical analysis of a fractional-order nipah virus transmission system with sensitivity and cost-effectiveness analysis,10.1088/1402-4896/ad9ae0,Physica Scripta,2025,100,1,NA,NA,NA,NA,Yes,No,No,No,NA,NA,NA,NA,0,Barman 2025
4622612df82cf1c4d13a7467324233f9,4120,Nipah virus,Protyusha,Dutta,"Nipah virus transmission dynamics: equilibrium states, sensitivity and uncertainty analysis",10.1007/s11071-024-10549-3,Nonlinear Dynamics,2024,NA,NA,NA,NA,FALSE,NA,Yes,No,Yes,No,NA,NA,NA,NA,0,Dutta 2024
6ed82d3626abc779e725b87af320692c,4124,Nipah virus,Arinze,Ozioko,The mathematical Nipah virus model with Atangana-Baleanu derivative,10.28919/cmbn/8286,Communications In Mathematical Biology And Neuroscience,2024,NA,NA,NA,NA,FALSE,NA,No,No,No,Yes,NA,NA,NA,NA,0,Ozioko 2024
8f22ac231d5f167663e2286b80fa8ddf,4131,Nipah virus,Arinze Luke,Ozioko,Sensitivity analysis and differential transformation tech-nique on Nipah virus mathematical model,10.22436/jmcs.037.04.06,Journal Of Mathematics And Computer Science-Jmcs,2025,37,4,423,448,FALSE,NA,No,No,No,Yes,NA,NA,NA,NA,0,Ozioko 2025
4e545e2abeddd9f6dfca2ff2840cc32a,4141,Nipah virus,Alia Mohammed,Almoajel,A neural network based Nipah virus model for healthcare disaster management,10.1016/j.chaos.2025.116055,Chaos Solitons & Fractals,2025,192,NA,NA,NA,FALSE,NA,No,No,No,No,NA,NA,NA,NA,0,Almoajel 2025
ef21d63f07809e79bf55c3c56bc55131,4142,Nipah virus,DHIVYA,Sundar,HYERS-ULAM STABILITY OF EBOLA AND NIPAH VIRUS CO-INFECTION FRACTIONAL DYNAMICS,10.1142/S0218348X25400341,Fractals-Complex Geometry Patterns And Scaling In Nature And Society,2024,32,NA,NA,NA,FALSE,NA,No,No,No,No,NA,NA,NA,NA,0,Sundar 2024
be50f7d64b6d536930920f1203615e86,4143,Nipah virus,Hui,Ong,Malaysia outbreak survivors retain detectable Nipah antibodies and memory B cells after 25 years,10.1016/j.jinf.2024.106398,Journal Of Infection,2025,90,2,NA,NA,FALSE,NA,Yes,Yes,NA,NA,Yes,Yes,No,NA,0,Ong 2025
5991c1a5ca1c05adf954075b2247a882,4167,Nipah virus,Fang,Yu,Assessing the global dynamics of Nipah infection under vaccination and treatment: A novel computational modeling approach,10.1371/journal.pone.0309360,Plos One,2025,20,1,NA,NA,FALSE,NA,No,No,No,Yes,No,No,No,NA,0,Yu 2025
85ade3c51d8ae49358b20ac78f017980,4358,Nipah virus,NK,Thulaseedaran,A Case Series on the Recent Nipah Epidemic in Kerala,NA,Journal Of The Association Of Physicians Of India,2018,66,10,NA,NA,NA,NA,No,No,No,No,Yes,No,No,NA,0,Thulaseedaran 2018
700318345556b7cf4ba97dfb4a015ac1,4365,Nipah virus,NA,Sim,Nipah encephalitis: A report of 18 patients from Kuala Lumpur Hospital.,NA,Neurol J Southeast Asia,2002,7,NA,13,18,FALSE,NA,Yes,No,Yes,Yes,Yes,No,No,NA,0,Sim 2002
d6f930c3f2b93e27c5f60daed8b0eca5,36,Nipah virus,NI,Paton,Outbreak of Nipah-virus infection among abattoir workers in Singapore,10.1016/s0140-6736(99)04379-2,Lancet,1999,354,9186,1253,1256,FALSE,NA,Yes,No,NA,NA,Yes,No,No,NA,1,Paton 1999
6cd50677bcfb78f63c2b3aa514b450da,103,Nipah virus,Stephen P,Luby,"Foodborne transmission of Nipah virus, Bangladesh",NA,Emerging Infectious Diseases,2006,12,12,1888,1894,FALSE,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,1,Luby 2006
0e70b73e4e1889e0ef4c18ce7b6d41ac,21,Nipah virus,GD,Premalatha,"Assessment of Nipah virus transmission among pork sellers in Seremban, Malaysia",NA,Southeast Asian Journal Of Tropical Medicine And Public Health,2000,31,2,307,309,FALSE,NA,No,No,NA,NA,No,Yes,No,NA,1,Premalatha 2000
83cde9b91e351f2d1abe616ad13cae57,42,Nipah virus,UD,Parashar,"Case-control study of risk factors for human infection with a new zoonotic paramyxovirus, Nipah virus, during a 1998-1999 outbreak of severe encephalitis in Malaysia",10.1086/315457,Journal Of Infectious Diseases,2000,181,5,1755,1759,FALSE,NA,No,No,No,No,No,No,No,NA,1,Parashar 2000
1baf8d99bd61c7bc32fc6acee1d633c5,65,Nipah virus,Anthony W.,Mounts,"A cohort study of health care workers to assess nosocomial transmissibility of Nipah virus, Malaysia, 1999",10.1086/318822,Journal Of Infectious Diseases,2001,183,5,810,813,FALSE,NA,Yes,Yes,NA,NA,No,Yes,No,NA,1,Mounts 2001
b6de6c7f1c2ea9bf3963c7e941a6feb7,86,Nipah virus,Mazrura,Sahani,"Nipah virus infection among abattoir workers in Malaysia, 1998-1999",10.1093/ije/30.5.1017,International Journal Of Epidemiology,2001,30,5,1017,1020,FALSE,NA,No,No,No,No,Yes,No,No,NA,1,Sahani 2001
ce8c145f1be8e872e48e64c98f405ba2,167,Nipah virus,Vincet P,Hsu,Nipath virus encephalitis reemergence Bangladesh,10.3201/eid1012.040701,Eid,2004,10,12,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,1,Hsu 2004
aa64e0ed203dcdb6eba4cde3eb41495e,184,Nipah virus,AK,Harit,"Nipah/Hendra virus outbreak in Siliguri, West Bengal, India in 2001",NA,Indian J Med Res,2006,123,NA,553,560,FALSE,NA,No,No,Yes,Yes,No,Yes,No,NA,1,Harit 2006
32164406585ad80a8c82cbdbf44ae056,192,Nipah virus,Emily S,Gurley,Risk of Nosocomial Transmission of Nipah Virus in a Bangladesh Hospital,10.1086/516665,Infection Control & Hospital Epidemiology,2007,28,NA,740,742,FALSE,NA,Yes,No,NA,NA,Yes,Yes,No,NA,1,Gurley 2007
b7b158941eec2f174150913b12b225d9,207,Nipah virus,Khean Jin,Goh,CLINICAL FEATURES OF NIPAH VIRUS ENCEPHALITIS AMONG PIG FARMERS IN MALAYSIA,10.1056/nejm200004273421701,New England Journal Of Medicine,2000,342,17,1229,1235,FALSE,NA,Yes,No,NA,No,Yes,No,No,NA,1,Goh 2000
503861333a52622fde9d0ade3fe28c46,266,Nipah virus,KB,Chua,The Presence of Nipah Virus in Respiratory Secretions and Urine of Patients during an Outbreak of Nipah Virus Encephalitis in Malaysia,10.1053/jinf.2000.0782,Journal Of Infection,2001,42,NA,40,43,FALSE,NA,No,No,No,Yes,Yes,No,No,NA,1,Chua 2001
37afa1425785fb46fdb8bede07252912,270,Nipah virus,K. B.,Chua,Nipah virus: A recently emergent deadly paramyxovirus,10.1126/science.288.5470.1432,Science,2000,288,5470,1432,1435,FALSE,Initial outbreak in Malaysia and Singapore,Yes,No,NA,NA,Yes,Yes,No,NA,1,Chua 2000
bfb6c0d771f5126e70ed4a63a1576632,271,Nipah virus,KB,Chua,Nipah virus outbreak in Malaysia,NA,Journal Of Clinical Virology,2003,NA,NA,265,275,FALSE,NA,Yes,Yes,No,No,No,No,No,NA,1,Chua 2003
2e1a8ccf919871963115aabb080c82fa,274,Nipah virus,Heng Thay,Chong,"Nipah encephalitis outbreak in Malaysia, clinical features in patients from Seremban",10.1017/S0317167100001785,Canadian Journal Of Neurological Sciences,2002,29,1,83,87,FALSE,NA,No,No,No,No,Yes,No,No,NA,1,Chong 2002
b607085fecc7d91aa83c136b47aa8c6a,275,Nipah virus,HT,Chong,Treatment of acute Nipah encephalitis with ribavirin,10.1002/ana.1062,Annals Of Neurology,2001,49,6,810,813,FALSE,NA,No,No,NA,NA,Yes,Yes,No,NA,1,Chong 2001
45aefb502bee3ef86668a41ae15866a2,280,Nipah virus,Madeleine,Chew,Risk Factors for Nipah Virus Infection among Abattoir Workers in Singapore,10.1086/315443,Journal Of Infectious Diseases,2000,181,5,1760,1763,FALSE,NA,Yes,No,No,Yes,Yes,No,No,NA,1,Chew 2000
9b99d6db025beb4bbd220f4b248e28da,291,Nipah virus,K.P.,Chan,A survey of Nipah virus infection among various risk groups in Singapore,10.1017/s0950268801006422,Epidemiology And Infection,2002,128,1,93,98,NA,"Sample: Of the people examined 521 (35.5 %) were abattoir workers, 474 (32.3 %) turf club workers, 228 (15.5 %) healthcare workers, 127 (8.6 %) pig and meat inspectors, 70 (4.8 %) zoo workers, 25 (1.7 %) laboratory workers, 12 (0.8 %) public butchers, 7 (0.5 %) recreational island staff workers and 5 (0.3 %) customs inspectors",Yes,Yes,NA,NA,No,Yes,No,NA,1,Chan 2002
093d82ab8005a99f7ba881b1ee8f6e23,292,Nipah virus,Mandeep S.,Chadha,"Nipah virus-assodiated encephalitis outbreak, Siliguri, India",10.3201/eid1202.051247,Emerging Infectious Disesases,2006,12,2,235,240,FALSE,First outbreak reported in India. NiV strain most closely related to NiV strain isolated in Bangladesh,Yes,Yes,No,No,No,Yes,No,18Feb2001 barrier methods were introduced for case management.,1,Chadha 2006
284c2445af332978787de09041f96260,345,Nipah virus,Chong Tin,Tan,Relapsed and late-onset Nipah encephalitis,10.1002/ana.10212,Annals Of Neurology,2002,51,NA,703,708,FALSE,NA,No,No,No,No,No,No,No,NA,1,Tan 2002
9c931294d88c7b1ba94c467d6e370f65,409,Nipah virus,NM,Amal,"RISK FACTORS FOR NIPAH VIRUS TRANSMISSION, PORT DICKSON, NEGERI SEMBILAN, MALAYSIA: RESULTS FROM A HOSPITAL-BASED CASE-CONTROL STUDY",NA,Southeast Asian J Trop Med Public Health,2000,31,2,301,306,FALSE,NA,Yes,No,NA,NA,No,Yes,No,NA,1,Amal 2000
ca2a87e3ff7e52af72134b28d864b62d,708,Nipah virus,Joel,Montgomery,Risk factors for Nipah virus encephalitis in Bangladesh.,10.3201/eid1410.060507,Emerging Infectious Diseases,2008,14,10,1526,1532,FALSE,Paired case-control study,Yes,No,Yes,Yes,No,No,No,Some issues around the fact that cases were from the same household.,1,Montgomery 2008
13bf8c17f25043cde3e090ddea341807,833,Nipah virus,SP,Luby,"Recurrent Zoonotic Transmission of Nipah Virus into Humans, Bangladesh, 2001-2007",10.3201/eid1508.081237,Emerg. Infect. Dis.,2009,15,8,1229,1235,FALSE,NA,No,No,No,No,No,Yes,No,NA,1,Luby 2009
14de2766f653278e3438542a3abf81e8,851,Nipah virus,M. Jahangir,Hossain,Clinical presentation of Nipah virus infection in Bangladesh,10.1086/529147,Clinical Infectious Diseases,2008,46,NA,977,984,FALSE,NA,No,No,Yes,No,No,Yes,No,NA,1,Hossain 2008
61c78610d37f8d35b118f478dc079668,896,Nipah virus,Zakiul,Hassan,"Nipah Virus Contamination of  Hospital Surfaces during  Outbreaks, Bangladesh, 2013-2014",10.3201/eid2401.161758,Emerging Infectious Diseases,2018,24,1,15,21,FALSE,NA,Yes,No,NA,NA,No,No,No,NA,1,Hassan 2018
305b0ffd473d42ac3c29e820054811b6,2892,Nipah virus,Ming-Yen,Yong,Seroprevalence of Nipah Virus Infection in Peninsular Malaysia.,10.1093/infdis/jiaa085,Journal Infectious Diseases,2020,221,NA,NA,NA,FALSE,Supplemental Article,Yes,Yes,NA,NA,No,Yes,No,NA,1,Yong 2020
6091ccc446f51b407f4623f206c2af9c,3374,Nipah virus,S,Li,Examining Dynamics of Emerging Nipah Viral Infection with Direct and Indirect Transmission Patterns: A Simulation-Based Analysis via Fractional and Fractal-Fractional Derivatives,10.1155/2023/6643772,Journal Of Mathematics,2023,NA,NA,NA,NA,FALSE,Theoretical mathematical model,Yes,No,No,No,NA,NA,NA,NA,1,Li 2023
f70e3af18a522200425d23b5f0e4e1e3,3411,Nipah virus,Praveen,Agarwal,Modelling of transmission dynamics of Nipah virus (Niv): A fractional order Approach,10.1016/j.physa.2020.124243,Physica A,2020,547,NA,NA,NA,FALSE,NA,No,No,No,No,NA,NA,NA,NA,1,Agarwal 2020
