"id","parameter_data_id","covidence_id","pathogen","parameter_type","parameter_value","exponent","parameter_unit","parameter_lower_bound","parameter_upper_bound","parameter_value_type","parameter_uncertainty_single_value","parameter_uncertainty_single_type","parameter_uncertainty_lower_value","parameter_uncertainty_upper_value","parameter_uncertainty_type","cfr_ifr_numerator","cfr_ifr_denominator","distribution_type","distribution_par1_value","distribution_par1_type","distribution_par1_uncertainty","distribution_par2_value","distribution_par2_type","distribution_par2_uncertainty","method_from_supplement","method_moment_value","cfr_ifr_method","method_r","method_disaggregated_by","method_disaggregated","method_disaggregated_only","riskfactor_outcome","riskfactor_name","riskfactor_occupation","riskfactor_significant","riskfactor_adjusted","population_sex","population_sample_type","population_group","population_age_min","population_age_max","population_sample_size","population_country","population_location","population_study_start_day","population_study_start_month","population_study_start_year","population_study_end_day","population_study_end_month","population_study_end_year","genome_site","genomic_sequence_available","other_delay_start","other_delay_end","inverse_param","parameter_from_figure","r_pathway","parameter_class","parameter_bounds","comb_uncertainty_type","comb_uncertainty"
"3ccd6c32c0cc005fd31ab5a6d7c2042a","2f0e4aa660d50564a6bb50ef0ddd9242",14424,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified",NA,NA,NA,FALSE,NA,"Death","Age,Comorbidity,Sex,Other",NA,"Significant","Adjusted","Both","Hospital based","Persons with symptoms",14,NA,350,"Saudi Arabia","14 hospitals",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"3ccd6c32c0cc005fd31ab5a6d7c2042a","1b5077b9e77186cc28785c47b3008a5a",14424,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Death","Comorbidity,Other",NA,"Not significant","Adjusted","Both","Hospital based","Persons with symptoms",14,NA,350,"Saudi Arabia","14 hospitals",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"3ccd6c32c0cc005fd31ab5a6d7c2042a","c916e23dc5705b4960b0d49585d0caa3",14424,"MERS-CoV","Severity - case fatality ratio (CFR)",NA,0,"Percentage (%)",42.5,79.5,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Persons with symptoms",14,NA,350,"Saudi Arabia","14 hospitals",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity","42.5 - 79.5",NA,NA
"3ccd6c32c0cc005fd31ab5a6d7c2042a","19a2de8bab35acf5d37bb4c1e762d3e8",14424,"MERS-CoV","Human delay - other human delay (go to section)",NA,0,"Days",4,5,"Median",NA,NA,2,8,"Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Persons with symptoms",14,NA,350,"Saudi Arabia","14 hospitals",NA,"09","2012",NA,"01","2018",NA,NA,"Days from the onset of symptoms to the emergency room, median (Q1, Q3)","time to the emergency room",FALSE,FALSE,NA,"Human delay","4 - 5","Range","2 - 8"
"3ccd6c32c0cc005fd31ab5a6d7c2042a","d09dfa49d6591148ea5ae11296c3e729",14424,"MERS-CoV","Human delay - other human delay (go to section)",7,0,"Days",NA,NA,"Median",NA,NA,4,11,"Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Persons with symptoms",14,NA,350,"Saudi Arabia","14 hospitals",NA,"09","2012",NA,"01","2018",NA,NA,"Days from symptom onset to ICU admission, median (Q1, Q3)","Admission to Critical Care/ICU",FALSE,FALSE,NA,"Human delay",NA,"Range","4 - 11"
"3ccd6c32c0cc005fd31ab5a6d7c2042a","1449bbf3cfdfafa12026f14155aea229",14424,"MERS-CoV","Human delay - other human delay (go to section)",NA,0,"Days",8,8,"Median",NA,NA,5,13,"IQR",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Persons with symptoms",14,NA,350,"Saudi Arabia","14 hospitals",NA,"09","2012",NA,"01","2018",NA,NA,"Days from symptom onset to intubation, median (Q1, Q3)","intubation",FALSE,FALSE,NA,"Human delay","8 - 8","IQR","5 - 13"
"3ccd6c32c0cc005fd31ab5a6d7c2042a","31a3fc5aab5a64c9bea1f0b093102791",14424,"MERS-CoV","Human delay - time in care (length of stay)",NA,0,"Days",18,20,"Median",NA,NA,10,37,"Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Persons with symptoms",14,NA,350,"Saudi Arabia","14 hospitals",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay","18 - 20","Range","10 - 37"
"cab87da9a46783577822adec81f4f1ed","0bc0abfffb536716b0ced3fe41213a8f",14437,"MERS-CoV","Seroprevalence - IgG",51.1,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,40.9,61.3,"95% CI",46,90,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Age; Sex; Other",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Community based","Mixed groups",22,59,90,"Iraq","Diyala Province",NA,"08","2017",NA,"10","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence",NA,"95% CI","40.9 - 61.3"
"8e543ed8b134780b95380c4a426276a5","95371e8860a95917e8ea4d1a9d6c41cd",14447,"MERS-CoV","Severity - symptomatic proportion of infections",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,27,46,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified","Naive",NA,"Age; Sex; Symptoms",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",NA,NA,46,NA,NA,NA,"01","2018",NA,"09","2019",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"8e543ed8b134780b95380c4a426276a5","c98dcd94654ed9fba867b61363dcf137",14447,"MERS-CoV","Severity - asymptomatic proportion of infections",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,19,46,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified",NA,NA,"Age; Sex; Symptoms",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",NA,NA,46,NA,NA,NA,"01","2018",NA,"09","2019",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"8e543ed8b134780b95380c4a426276a5","17295b6301f840db09d78e1eec98deba",14447,"MERS-CoV","Severity - case fatality ratio (CFR)",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,8,46,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified","Naive",NA,"Age; Sex; Symptoms",TRUE,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",NA,NA,46,NA,NA,NA,"01","2018",NA,"09","2019",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"292dc75e387edb5333085362b95855ea","da970867a30908d356269f134e7fe783",14508,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Death","Age,Comorbidity,Hospitalisation,Occupation","Healthcare","Significant","Adjusted","Both","Mixed settings","Mixed groups",NA,NA,787,"Saudi Arabia","Saudi Arabia",NA,NA,"2012",NA,NA,"2016",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"292dc75e387edb5333085362b95855ea","4cbb09a30147a7e33ba796628ac6f422",14508,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Death","Sex,Other",NA,"Not significant","Adjusted","Both","Mixed settings","Mixed groups",NA,NA,787,"Saudi Arabia","Saudi Arabia",NA,NA,"2012",NA,NA,"2016",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"292dc75e387edb5333085362b95855ea","e0183e35fd2319dea3a61e65e458b9a0",14508,"MERS-CoV","Severity - case fatality ratio (CFR)",NA,0,"Percentage (%)",24.4,33.1,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Mixed settings","Mixed groups",NA,NA,787,"Saudi Arabia","Saudi Arabia",NA,NA,"2012",NA,NA,"2016",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity","24.4 - 33.1",NA,NA
"ab0adb6adec1826b842dfe0c32c12edf","1328e3cbd23a3f19227fb7a693d4f66b",14538,"MERS-CoV","Reproduction number (Basic R0)",0.9,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,"Other",NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Population based","Mixed groups",NA,NA,835,"Saudi Arabia",NA,6,"06","2012","05","01","2015",NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number",NA,NA,NA
"ab0adb6adec1826b842dfe0c32c12edf","b46bbff24b072e34c19e8faa39f85fd2",14538,"MERS-CoV","Severity - case fatality ratio (CFR)",43.2,0,"Percentage (%)",22.2,79,"Unspecified",NA,NA,NA,NA,NA,361,835,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,"Age",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Population based","Mixed groups",NA,NA,835,"Saudi Arabia",NA,6,"06","2012","05","01","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity","22.2 - 79",NA,NA
"ab0adb6adec1826b842dfe0c32c12edf","41cca1ad9817d89d13284773639bde2f",14538,"MERS-CoV","Human delay - symptom onset>admission to care",2,0,NA,NA,NA,"Median",NA,NA,0,5,"IQR",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Occupation",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Population based","Mixed groups",NA,NA,751,"Saudi Arabia",NA,6,"06","2012","05","01","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,"IQR","0 - 5"
"ab0adb6adec1826b842dfe0c32c12edf","0ae42bb9af4ae6c8faa36350ff1e2b91",14538,"MERS-CoV","Human delay - time in care (length of stay)",14,0,"Days",NA,NA,"Median",NA,NA,6,27,"IQR",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Occupation",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Population based","Mixed groups",NA,NA,751,"Saudi Arabia",NA,6,"06","2012","05","01","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,"IQR","6 - 27"
"ab0adb6adec1826b842dfe0c32c12edf","fbae89bc616315c10ab79e85ff9017a2",14538,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,NA,NA,"Death","Age,Occupation","Healthcare","Significant","Adjusted","Both","Population based","Mixed groups",NA,NA,835,"Saudi Arabia",NA,6,"06","2012","05","01","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"ab0adb6adec1826b842dfe0c32c12edf","7e99f95b45b950c1b850e428d2bee5b2",14538,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Death","Sex,Other",NA,"Not significant","Adjusted","Both","Population based","Mixed groups",NA,NA,835,"Saudi Arabia",NA,6,"06","2012","05","01","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"970032b8ce1e6f6d163ef46eeaf152c0","eecda57c3b0a71699abb2455ab38cb1b",14572,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Infection","Environmental,Temperature,Humidity,Other",NA,"Significant","Unspecified","Both","Population based","Mixed groups",NA,NA,712,"Saudi Arabia","Riyadh Region",1,"11","2012","31","12","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"970032b8ce1e6f6d163ef46eeaf152c0","847cf8906099366a38405ba4047b23e8",14572,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Infection","Other",NA,"Not significant","Unspecified","Both","Population based","Mixed groups",NA,NA,712,"Saudi Arabia","Riyadh Region",1,"11","2012","31","12","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"507a7d486b7f09ee6c7cfb7a4dcdb7b7","f82434cb93c87501a112967002f01184",14638,"MERS-CoV","Seroprevalence - Unspecified",NA,0,"Percentage (%)",0,0,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Region; Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Male","Mixed settings","Mixed groups",18,NA,91,"China; Nigeria","Kano (Nigeria); Guangzhou (China)",13,"03","2018","31","08","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence","0 - 0",NA,NA
"507a7d486b7f09ee6c7cfb7a4dcdb7b7","654908db997a2483179337997ac57a60",14638,"MERS-CoV","Seroprevalence - Unspecified",NA,0,"Percentage (%)",0,30,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","Mixed settings","Mixed groups",18,NA,115,"China; Nigeria","Kano (Nigeria); Guangzhou (China)",13,"03","2018","31","08","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence","0 - 30",NA,NA
"507a7d486b7f09ee6c7cfb7a4dcdb7b7","9a6b97c78294b2f9f7c66457193dd503",14638,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,"Serology","Consumption of animal product",NA,"Significant","Not adjusted","Male","Trade / business based","Animal workers incl. veterinary",18,NA,81,"Nigeria","Kano",13,"03","2018","26","03","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"507a7d486b7f09ee6c7cfb7a4dcdb7b7","1bb982d0aedb80f221b9d1daff3e528f",14638,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,NA,NA,"Serology","Age,Camel contact (home),Other",NA,NA,NA,"Male","Trade / business based","Animal workers incl. veterinary",18,NA,81,"Nigeria","Kano",13,"03","2018","31","08","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"507a7d486b7f09ee6c7cfb7a4dcdb7b7","5d4f49be660c9ddb78ddb690b2ddc6c8",14638,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Method",TRUE,NA,"Serology","Consumption of animal product",NA,"Significant","Adjusted","Male","Trade / business based","Animal workers incl. veterinary",18,NA,81,"Nigeria","Kano",13,"03","2018","31","08","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"507a7d486b7f09ee6c7cfb7a4dcdb7b7","3a3213c26fc1fd1175e5d9ff4d7480cb",14638,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Method",TRUE,NA,"Serology","Camel contact (home),Consumption of animal product,Other",NA,"Not significant","Adjusted","Male","Trade / business based","Animal workers incl. veterinary",18,NA,81,"Nigeria","Kano",13,"03","2018","31","08","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"4adfa52bc2e861b69d9a2e0460753e7b","891def02565a9f49be78c33a9c900298",14665,"MERS-CoV","Seroprevalence - IgG",1,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,4,420,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Healthcare workers",NA,NA,420,"Saudi Arabia","Riyadh in hospitals: King Abdallah Specialist Children Hospital; King Abdulaziz Medical City; Prince Mohammed bin Abdulaziz Hospital",1,"07","2020","31","12","2020",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence",NA,NA,NA
"ae98a5aba05e10e0a5ba7d98dcb309e4","c5350b010380a5c4bcd32ede58dfbee4",14682,"MERS-CoV","Seroprevalence - IgG",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,1,34,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Healthcare workers",NA,NA,34,"Republic of Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence",NA,NA,NA
"55d8142e77bec451682b5cd077bad8f7","08717221869844779b5081532944626f",14733,"MERS-CoV","Severity - case fatality ratio (CFR)",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,6,13,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",26,77,13,"Saudi Arabia","Riyadh; 'various hospitals'",NA,"08","2015",NA,"11","2017",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"55d8142e77bec451682b5cd077bad8f7","eb767028adacb0cbad72f205fbef7ed3",14733,"MERS-CoV","Human delay - incubation period",12,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",26,77,13,"Saudi Arabia","Riyadh; 'various hospitals'",NA,"08","2015",NA,"11","2017",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"d65a11ed0b0bbc32a3a9860630a613c2","b717d4ab71b5367730dc8679977b0a8a",14737,"MERS-CoV","Severity - case fatality ratio (CFR)",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","Persons under investigation",NA,NA,11,"Republic of Korea","One of the affected hospitals in north-East Seoul (not the initial one)",NA,"05","2016",NA,"06","2016",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"d65a11ed0b0bbc32a3a9860630a613c2","2f363e2e4bae0d80e6e7ee4b9a4b3eeb",14737,"MERS-CoV","Human delay - incubation period",NA,0,"Days",6,20,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","Persons under investigation",NA,NA,11,"Republic of Korea","One of the affected hospitals in north-East Seoul (not the initial one)",NA,"05","2016",NA,"06","2016",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay","6 - 20",NA,NA
"d65a11ed0b0bbc32a3a9860630a613c2","cd5bf0d50419aea34aae97832f5f7bb8",14737,"MERS-CoV","Attack rate",NA,0,"Percentage (%)",0.4,3,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Unspecified","Hospital based","Persons under investigation",NA,NA,11,"Republic of Korea","One of the affected hospitals in north-East Seoul (not the initial one)",NA,"05","2016",NA,"06","2016",NA,NA,NA,NA,FALSE,FALSE,NA,"Attack rate","0.4 - 3",NA,NA
"b175f7a48383253a509608fafc9bc6b9","eaedf7d511434da9b4b6efa61bc16481",14768,"MERS-CoV","Human delay - other human delay (go to section)",5,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,144,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,"Symptom Onset","Seeking Care",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","5775156953f21832ee997eb1894738ac",14768,"MERS-CoV","Human delay - other human delay (go to section)",4,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,205,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,"Symptom onset","Seeking Care",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","fe00501d3dd46399c2c198737e623151",14768,"MERS-CoV","Human delay - other human delay (go to section)",8,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,144,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,"Symptom onset","Admission to Critical Care/ICU",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","cb314c3cb85d67fd3ba1dea59bb9db00",14768,"MERS-CoV","Human delay - other human delay (go to section)",7,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,205,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,"Symptom onset","Admission to Critical Care/ICU",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","9c8df03113fbb4541567ba1636dd4dce",14768,"MERS-CoV","Human delay - other human delay (go to section)",8.5,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,144,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,"Symptom onset","Intubation",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","9b97748a110b89fa5af6417ab2ba61eb",14768,"MERS-CoV","Human delay - other human delay (go to section)",7.5,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,205,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,"Symptom onset","Intubation",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","c67713b227a491c249791ee77087674c",14768,"MERS-CoV","Human delay - time in care (length of stay)",11,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,144,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","0f4c38e07ec1942ac92232ccb5bdfef2",14768,"MERS-CoV","Human delay - time in care (length of stay)",8,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,205,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","ce09f16cd5209532865edf2b3b15cdee",14768,"MERS-CoV","Human delay - time in care (length of stay)",17,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,144,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","8941bd431ac51186cbd841d6fbf7a299",14768,"MERS-CoV","Human delay - time in care (length of stay)",20,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,205,"Saudi Arabia","14 hospitals in 5 cities across the country",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"b175f7a48383253a509608fafc9bc6b9","78aae93469f4b89642172146e8b80610",14768,"MERS-CoV","Severity - case fatality ratio (CFR)",74.3,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,107,144,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,"Time; Other",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Hospital based","Mixed groups",NA,NA,144,"Saudi Arabia","14 hospitals across 5 cities",NA,"09","2012",NA,"01","2018",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
